Room ID;Name;Host ID;Neighbourhood;Room type;Room Price;Minimum nights;Number of reviews;Date last review;Number of reviews per month;Rooms rent by the host;Availibility;Updated Date;City;Country;Coordinates;Location
36707573;Soggiorno Madrid-Hospitality , comfort & passion.;275911703;Centro Storico;Private room;155;1;1;2019-12-19;0.16;3;173;2020-06-19;Florence;Italy;43.78225294444298, 11.241335882500344;Italy, Florence, Centro Storico
21859113;Be Mate Plaza España Wild 203;157114944;Argüelles;Entire home/apt;147;1;1;2018-12-01;0.05;36;0;2020-07-17;Madrid;Spain;40.421911823829916, -3.716298875039167;Spain, Madrid, Argüelles
21862103;Designer flat in Madrid's exclusive Salamanca area;8851341;Recoletos;Entire home/apt;625;5;2;2018-08-09;0.06;1;177;2020-07-17;Madrid;Spain;40.42205487717857, -3.6889613202974916;Spain, Madrid, Recoletos
21875158;Estudio de diseño en pleno centro de Madrid;159570292;Sol;Private room;500;1;110;2020-02-26;3.41;2;347;2020-07-17;Madrid;Spain;40.41573794398538, -3.7044166450981693;Spain, Madrid, Sol
21932504;Cosy apartment in the cosmopolitan Gran Vía;160055902;Palacio;Entire home/apt;62;2;194;2020-03-11;6.16;1;286;2020-07-17;Madrid;Spain;40.421747567976034, -3.710994512030235;Spain, Madrid, Palacio
22042300;Habitación 1. Para estudiar o trabajar;160981040;Portazgo;Private room;12;15;11;2018-10-30;0.4;3;106;2020-07-17;Madrid;Spain;40.391493766002014, -3.6450831761057922;Spain, Madrid, Portazgo
22043848;Sol & Gran Via: quiet and fully renovated. AC;160967778;Sol;Entire home/apt;70;4;109;2020-06-05;3.43;6;125;2020-07-17;Madrid;Spain;40.418435611771486, -3.7013169106966464;Spain, Madrid, Sol
22048206;Tania Home - Huertas;105797031;Cortes;Entire home/apt;69;10;51;2019-11-03;1.64;2;47;2020-07-17;Madrid;Spain;40.4137713650942, -3.6978832654430414;Spain, Madrid, Cortes
22066174;5-Rooms Rio Confort;54343289;Imperial;Entire home/apt;81;1;87;2020-03-08;2.74;6;0;2020-07-17;Madrid;Spain;40.41094353528144, -3.7216939632075747;Spain, Madrid, Imperial
22079865;No place like home!;34563914;Castillejos;Entire home/apt;50;7;12;2020-03-27;0.44;1;301;2020-07-17;Madrid;Spain;40.45956949608513, -3.6960111111683593;Spain, Madrid, Castillejos
22081119;CUTE Apartment in the HEART of MADRID;118572350;Sol;Entire home/apt;90;3;6;2019-10-07;0.21;4;71;2020-07-17;Madrid;Spain;40.41776527097499, -3.701660151924772;Spain, Madrid, Sol
22237351;Iluminadas y confortables Habitaciones en Madrid;112503975;San Isidro;Private room;18;2;45;2019-11-26;1.45;2;310;2020-07-17;Madrid;Spain;40.39703218432825, -3.7176113522372956;Spain, Madrid, San Isidro
22243109;Double room in Chueca, with private bathroom F 01;132022481;Universidad;Private room;60;1;178;2020-03-04;5.65;46;136;2020-07-17;Madrid;Spain;40.42201816252755, -3.7028333454889197;Spain, Madrid, Universidad
22256414;"Atico Terraza ""La fábula de Sol"" junto a Canalejas";3144135;Sol;Entire home/apt;139;3;4;2020-01-04;0.15;1;116;2020-07-17;Madrid;Spain;40.417031427707414, -3.702488156146016;Spain, Madrid, Sol
22307213;Exclusivo dúplex GRAN VÍA / CHUECA;111127491;Justicia;Entire home/apt;130;2;108;2020-05-18;3.59;7;335;2020-07-17;Madrid;Spain;40.42111308140752, -3.697878666822717;Spain, Madrid, Justicia
22372079;NEW Comfy 1 private BDRM in Salamanca close to IE;506791;Lista;Private room;50;3;0;;;1;0;2020-07-17;Madrid;Spain;40.435880456803055, -3.6785404727410422;Spain, Madrid, Lista
22384390;Apartamento acogedor en Madrid Río;135124002;Comillas;Private room;26;1;1;2017-12-23;0.03;1;0;2020-07-17;Madrid;Spain;40.39523378338563, -3.7096492829071197;Spain, Madrid, Comillas
22536925;Centrical room in the heart of Madrid U;23441165;Jerónimos;Private room;55;1;59;2020-02-24;2.04;26;354;2020-07-17;Madrid;Spain;40.418792430404466, -3.6901628521512206;Spain, Madrid, Jerónimos
22544369;AMPLIO Y FAMILIAR piso 4 habitaciones 2 baños;165612561;Costillares;Entire home/apt;90;2;21;2019-12-15;0.71;1;168;2020-07-17;Madrid;Spain;40.480968567379286, -3.67005960646991;Spain, Madrid, Costillares
22633034;PRADO MUSEUM CHIC & OnSiteParking (*);1722284;Cortes;Entire home/apt;82;3;31;2020-02-11;1.05;2;321;2020-07-17;Madrid;Spain;40.41237924075882, -3.695073736907302;Spain, Madrid, Cortes
22765827;Apartamento 3 habitaciones, metro islas filipinas;69566471;Vallehermoso;Entire home/apt;200;4;1;2019-06-06;0.07;23;365;2020-07-17;Madrid;Spain;40.440137143856525, -3.7092505388047874;Spain, Madrid, Vallehermoso
22806331;COSY STUDIO IN THE CENTER OF MADRID;103336792;Trafalgar;Private room;50;14;1;2019-04-28;0.07;28;1;2020-07-17;Madrid;Spain;40.43276716252003, -3.7015744614556354;Spain, Madrid, Trafalgar
22809388;Habitación Privada en Quintana a 100 mts del Metro;37553921;Ventas;Private room;13;7;1;2018-09-19;0.04;2;14;2020-07-17;Madrid;Spain;40.43232436320622, -3.649500748043541;Spain, Madrid, Ventas
22915537;PLAZA TOROS, Modern and Cozy Apartment in Madrid;7145793;Quintana;Entire home/apt;60;2;30;2020-03-10;1.02;14;162;2020-07-17;Madrid;Spain;40.43389377003234, -3.6546675899938825;Spain, Madrid, Quintana
22943516;Solfai Vacacional 16;91506664;Embajadores;Entire home/apt;75;4;28;2020-03-05;0.94;13;1;2020-07-17;Madrid;Spain;40.40545716872743, -3.701753116634266;Spain, Madrid, Embajadores
23138724;Fantastic residence ``FUNWAY´´ north zone Madrid;103336792;Castillejos;Private room;50;1;0;;;28;1;2020-07-17;Madrid;Spain;40.45844896730607, -3.698853676711589;Spain, Madrid, Castillejos
23303365;Madrid Art Centro, 2 Rooms, independent kitchen.;171656758;Cortes;Entire home/apt;56;3;99;2020-03-09;3.39;1;264;2020-07-17;Madrid;Spain;40.41100494698801, -3.6956387162350315;Spain, Madrid, Cortes
23430485;Claudio Coello;28038703;Recoletos;Entire home/apt;5000;3;10;2019-10-31;0.37;121;356;2020-07-17;Madrid;Spain;40.4250709244227, -3.686960594077371;Spain, Madrid, Recoletos
23517950;Plaza Santo Domingo;28038703;Palacio;Entire home/apt;5000;3;8;2019-11-14;0.29;121;359;2020-07-17;Madrid;Spain;40.41988364586823, -3.7077005653025634;Spain, Madrid, Palacio
23572337;CENTRO SOL GRAN VIA CALLAO MALASAÑA  A;2541550;Universidad;Entire home/apt;59;1;23;2019-06-09;0.82;10;24;2020-07-17;Madrid;Spain;40.42466179927712, -3.708211261751162;Spain, Madrid, Universidad
23639239;Moderno apartamento en La Latina, Madrid;99018982;Palacio;Entire home/apt;67;1;1;2019-03-11;0.06;107;26;2020-07-17;Madrid;Spain;40.40893638698651, -3.711036298882561;Spain, Madrid, Palacio
23798915;Cosy sweet room in Barrio Salamanca next IE!!!;100397889;Castellana;Private room;38;1;4;2020-02-14;0.69;2;313;2020-07-17;Madrid;Spain;40.437179427646115, -3.682581983364363;Spain, Madrid, Castellana
23846030;COZY AND QUITE HOUSE;2560501;San Diego;Entire home/apt;36;3;0;;;1;0;2020-07-17;Madrid;Spain;40.396940297300766, -3.667857335064024;Spain, Madrid, San Diego
23875839;Mejor calidad precio: Pza España, Sol,Palacio Real;131017325;Argüelles;Entire home/apt;54;2;62;2019-05-04;2.21;1;0;2020-07-17;Madrid;Spain;40.42195195112852, -3.7173416642042976;Spain, Madrid, Argüelles
23902468;COZY ROOM & PRIVATE BATHROOM;87310550;Cuatro Caminos;Private room;38;2;64;2020-03-08;2.3;1;0;2020-07-17;Madrid;Spain;40.45306222868264, -3.697835384308326;Spain, Madrid, Cuatro Caminos
23945344;home sweet home;36206961;Embajadores;Entire home/apt;50;1;23;2020-03-20;0.82;1;348;2020-07-17;Madrid;Spain;40.4118791418824, -3.7009129413245434;Spain, Madrid, Embajadores
23970074;Piso Gran Vía Zona Tranquila;19291820;Universidad;Entire home/apt;85;3;27;2020-02-24;0.97;1;89;2020-07-17;Madrid;Spain;40.4241655407143, -3.7081316363921313;Spain, Madrid, Universidad
23986063;Stay in the Heart of the City in a Sunny Apartment;34217435;Universidad;Entire home/apt;99;1;32;2020-03-16;1.31;12;330;2020-07-17;Madrid;Spain;40.42093528250008, -3.701929403315054;Spain, Madrid, Universidad
23991007;Enjoy Madrid!Apartamento de diseño en pleno centro;27461835;Embajadores;Entire home/apt;69;1;62;2020-03-03;2.6;1;165;2020-07-17;Madrid;Spain;40.410621135715196, -3.701751306002677;Spain, Madrid, Embajadores
23994656;Center of Madrid;88185749;Universidad;Private room;38;1;72;2020-03-06;2.61;2;88;2020-07-17;Madrid;Spain;40.42123212522152, -3.7063261808118293;Spain, Madrid, Universidad
24026402;Great apartment near El Retiro;133231248;Niño Jesús;Entire home/apt;70;3;73;2020-07-13;2.61;1;116;2020-07-17;Madrid;Spain;40.41572280214862, -3.6700879804642526;Spain, Madrid, Niño Jesús
24054186;Habitación para chica sola;175305618;Vista Alegre;Private room;35;1;0;;;1;0;2020-07-17;Madrid;Spain;40.37738834593488, -3.7500140850573267;Spain, Madrid, Vista Alegre
24095882;Habitacion luminosa La Vaguada;4668085;Pilar;Private room;22;1;86;2020-03-14;3.09;1;53;2020-07-17;Madrid;Spain;40.477746762290586, -3.7103700685847567;Spain, Madrid, Pilar
24116102;Comfy, spacious and bright bedroom in quiet area;105393604;Colina;Private room;21;2;16;2020-03-08;0.58;1;89;2020-07-17;Madrid;Spain;40.45637578584307, -3.661100514200288;Spain, Madrid, Colina
24119132;Charming apartment in the heart of Madrid;181673591;Embajadores;Entire home/apt;55;1;47;2020-07-04;1.76;2;62;2020-07-17;Madrid;Spain;40.40809501457212, -3.703364173233469;Spain, Madrid, Embajadores
24125795;"Unbeatable Luxury Suite
 Plaza ""Tirso""-groups";181741760;Embajadores;Entire home/apt;328;3;52;2020-03-02;1.94;1;263;2020-07-17;Madrid;Spain;40.4115000385715, -3.703433735633831;Spain, Madrid, Embajadores
24134099;Private double-bed room in Madrid´s Golden Mile;68208037;Castellana;Private room;50;5;4;2018-11-05;0.18;1;0;2020-07-17;Madrid;Spain;40.430827339586926, -3.6844851568159442;Spain, Madrid, Castellana
24214844;DUPLEX PLAZA MAYOR CITY CENTER;128990132;Palacio;Entire home/apt;116;1;3;2018-07-31;0.11;9;160;2020-07-17;Madrid;Spain;40.41250929919271, -3.711080702121058;Spain, Madrid, Palacio
24246189;piso chueca;182810318;Justicia;Entire home/apt;2500;1;0;;;1;0;2020-07-17;Madrid;Spain;40.422342920210504, -3.6980915497969145;Spain, Madrid, Justicia
24292271;Beautiful apartment with Wifi in the city center!;136019037;Justicia;Entire home/apt;51;2;59;2020-03-14;2.14;4;1;2020-07-17;Madrid;Spain;40.42265474562689, -3.7006337742587045;Spain, Madrid, Justicia
24300362;Plaza Mayor Comfort IV;102947901;Sol;Entire home/apt;142;1;9;2019-10-25;0.36;226;365;2020-07-17;Madrid;Spain;40.41548859072018, -3.705043398978526;Spain, Madrid, Sol
24478804;Executive room 10 minutes from the Airport;23441165;Canillas;Private room;58;1;28;2019-06-27;1.03;26;361;2020-07-17;Madrid;Spain;40.464424410487716, -3.637665181137666;Spain, Madrid, Canillas
24577810;Casa entera en Madrid;3715819;Aravaca;Entire home/apt;100;1;3;2018-08-19;0.11;1;0;2020-07-17;Madrid;Spain;40.449051822123856, -3.7857331916984163;Spain, Madrid, Aravaca
24638836;Single Room in Mardrid sol station;34212673;Sol;Private room;25;2;0;;;26;364;2020-07-17;Madrid;Spain;40.418538684772564, -3.700539525061597;Spain, Madrid, Sol
24654283;Latina Deluxe Premium;22416437;Palacio;Entire home/apt;55;2;11;2019-11-03;0.42;7;0;2020-07-17;Madrid;Spain;40.411566198832844, -3.7102791772177453;Spain, Madrid, Palacio
24676514;Quiet room in beautiful Chueca;180690428;Justicia;Private room;45;2;60;2019-12-01;2.22;2;42;2020-07-17;Madrid;Spain;40.42418557698105, -3.6989022029742467;Spain, Madrid, Justicia
24692848;Comoda habitación doble en Montecarmelo;139388879;El Goloso;Private room;75;20;2;2018-06-07;0.08;1;0;2020-07-17;Madrid;Spain;40.5085621825615, -3.6979193740153766;Spain, Madrid, El Goloso
24696033;Friendly Room in La Latina!;186466293;Palacio;Private room;20;3;18;2019-08-29;0.73;25;0;2020-07-17;Madrid;Spain;40.41334899725717, -3.707647449776592;Spain, Madrid, Palacio
24702643;Gran Via,Callao/Theaters,WIFI/AC,parking;160262544;Universidad;Entire home/apt;109;3;49;2020-03-01;1.86;4;0;2020-07-17;Madrid;Spain;40.42163408133238, -3.706742744469816;Spain, Madrid, Universidad
24704773;SUPER OFFER+Excellent Location+WIFI+Affordable;186719728;San Isidro;Entire home/apt;45;10;0;;;1;0;2020-07-17;Madrid;Spain;40.39656179185835, -3.7169356350348153;Spain, Madrid, San Isidro
24750511;Spacious Cozy Room in Sol;186466293;Sol;Private room;25;3;21;2019-08-26;0.85;25;0;2020-07-17;Madrid;Spain;40.41829450289988, -3.705739383739496;Spain, Madrid, Sol
24763079;Madrid is Awesome!;186466293;Embajadores;Private room;17;3;11;2019-08-28;0.43;25;0;2020-07-17;Madrid;Spain;40.41268297883815, -3.7081667241738048;Spain, Madrid, Embajadores
24832271;Moderno apartamento en plaza de Tirso de Molina;132049137;Embajadores;Entire home/apt;62;2;68;2020-03-14;2.58;9;89;2020-07-17;Madrid;Spain;40.41258252056127, -3.704513738552841;Spain, Madrid, Embajadores
24937981;Habitación nueva y limpia en el centro Madrid.11;75150135;Gaztambide;Private room;39;1;1;2019-07-01;0.08;20;365;2020-07-17;Madrid;Spain;40.434432101067195, -3.7155813784976788;Spain, Madrid, Gaztambide
25208089;Duplex-penthouse en GraN Via: de Madrid al cielo!!;137521324;Palacio;Entire home/apt;250;2;112;2020-03-08;4.32;3;0;2020-07-17;Madrid;Spain;40.420780835499066, -3.708856734194797;Spain, Madrid, Palacio
25323846;Habitación Amplia Para Persona Sola;191195413;Portazgo;Private room;20;8;10;2020-07-11;0.38;1;365;2020-07-17;Madrid;Spain;40.392635074888084, -3.653453622126221;Spain, Madrid, Portazgo
25375679;Paz y tranquilidad;87647713;Cuatro Caminos;Private room;44;2;44;2020-03-01;1.7;2;0;2020-07-17;Madrid;Spain;40.449670094578835, -3.7010466209321016;Spain, Madrid, Cuatro Caminos
25393356;Nice Room for 2 - 5 Minutes to Sol and La Latina;189058637;Embajadores;Private room;20;3;9;2019-08-25;0.38;26;0;2020-07-17;Madrid;Spain;40.41224952135472, -3.708547075918209;Spain, Madrid, Embajadores
25474236;~NEW~ Great Apartment near GRAN VÍA~ izq;192101866;Palacio;Entire home/apt;200;2;7;2019-10-03;0.31;1;0;2020-07-17;Madrid;Spain;40.42141348539941, -3.7092049947409786;Spain, Madrid, Palacio
25716690;Solfai Vacacional 15;91506664;Embajadores;Entire home/apt;75;4;19;2020-03-13;0.86;13;256;2020-07-17;Madrid;Spain;40.40584293283473, -3.702651740474742;Spain, Madrid, Embajadores
25853542;ATICO-MADRID CENTRO /AIRE ACONDICIONADO;194246209;Cortes;Entire home/apt;56;2;48;2020-01-15;1.89;1;112;2020-07-17;Madrid;Spain;40.411495352719875, -3.696419510880594;Spain, Madrid, Cortes
25960225;Cozy apartment in the center, Lavapiés;19466980;Embajadores;Entire home/apt;120;2;5;2019-06-03;0.25;1;88;2020-07-17;Madrid;Spain;40.40945158012023, -3.7020471150669203;Spain, Madrid, Embajadores
25991709;Habitación con cama en altillo a 30 min del centro;38380886;Canillas;Private room;25;20;2;2018-07-29;0.08;3;74;2020-07-17;Madrid;Spain;40.45910533625605, -3.6487077757102457;Spain, Madrid, Canillas
26021041;Habitación VESTIDOR- Entrada privada PONZANO;112271726;Rios Rosas;Private room;19;28;0;;;31;31;2020-07-17;Madrid;Spain;40.444145140532214, -3.703247822825205;Spain, Madrid, Rios Rosas
26090135;Habitación Privada en Madrid Centro. La Latina;122786953;Embajadores;Private room;60;2;3;2018-09-09;0.12;4;0;2020-07-17;Madrid;Spain;40.40684527615363, -3.7111955772801792;Spain, Madrid, Embajadores
26181212;Confort;196661154;Buenavista;Private room;25;3;6;2019-11-04;0.27;1;365;2020-07-17;Madrid;Spain;40.36302692636167, -3.75631307307639;Spain, Madrid, Buenavista
26197659;5* start house at the heart of Chueca.;30340009;Justicia;Entire home/apt;76;1;0;;;2;356;2020-07-17;Madrid;Spain;40.42034598175493, -3.698618207970678;Spain, Madrid, Justicia
26219255;Madrid - Studio Bajo A;35712072;Sol;Entire home/apt;116;3;10;2019-11-03;0.41;15;0;2020-07-17;Madrid;Spain;40.41660668686526, -3.703944310310206;Spain, Madrid, Sol
26421655;Cozy flat with balcony 15 min from city center;36443205;Bellas Vistas;Entire home/apt;72;2;72;2020-03-09;2.88;2;0;2020-07-17;Madrid;Spain;40.447966607345464, -3.7073868358736446;Spain, Madrid, Bellas Vistas
26534145;Beautiful and cozy apt. near the Templo Debod;99018982;Argüelles;Entire home/apt;76;1;2;2020-01-03;0.1;107;321;2020-07-17;Madrid;Spain;40.42457072640056, -3.7145262414373463;Spain, Madrid, Argüelles
26551197;Premium Home at Salamanca District - 5BR 3BT;197506862;Recoletos;Entire home/apt;300;15;43;2020-02-24;1.73;4;0;2020-07-17;Madrid;Spain;40.42903886202417, -3.6831281652383527;Spain, Madrid, Recoletos
26593251;Diapason Lofts;199943183;Bellas Vistas;Entire home/apt;65;2;12;2019-10-11;0.49;6;0;2020-07-17;Madrid;Spain;40.449645476870934, -3.7056855627830125;Spain, Madrid, Bellas Vistas
26635657;H5 Hostal Antelope 5 Madrid市中心有空调带独立淋浴的四人房间;106947145;Cortes;Private room;59;1;1;2018-07-11;0.04;25;180;2020-07-17;Madrid;Spain;40.41329772866341, -3.6990839527714368;Spain, Madrid, Cortes
26676353;H7 Hostal Antelope 5 Madrid马德里市中心经济四人合租房间徒步旅游;106947145;Cortes;Shared room;39;1;1;2018-07-11;0.04;25;180;2020-07-17;Madrid;Spain;40.41310034479535, -3.700024753239603;Spain, Madrid, Cortes
26708893;Bright and artistic house with views in Madrid;197482516;Costillares;Private room;29;2;56;2020-03-13;2.28;2;88;2020-07-17;Madrid;Spain;40.47816493068769, -3.6715208614543555;Spain, Madrid, Costillares
26728651;Magnificent Apartment next to Kio Towers;196528632;Almenara;Entire home/apt;50;3;51;2020-05-15;2.08;1;85;2020-07-17;Madrid;Spain;40.467271024986196, -3.6933435727014676;Spain, Madrid, Almenara
26775195;MODERN DESIGN LOFT IN THE CENTER OF MADRID;201330639;Goya;Entire home/apt;56;2;123;2020-07-02;5.05;1;33;2020-07-17;Madrid;Spain;40.42254668615338, -3.6772933306973994;Spain, Madrid, Goya
26778017;Cerca al Wanda Metropolitano;82157098;Ambroz;Private room;280;1;0;;;1;365;2020-07-17;Madrid;Spain;40.40936892344494, -3.6119162147173727;Spain, Madrid, Ambroz
26812740;Diapason Lofts 2;199943183;Bellas Vistas;Entire home/apt;70;2;13;2019-12-16;0.53;6;0;2020-07-17;Madrid;Spain;40.450364144067386, -3.706856753139799;Spain, Madrid, Bellas Vistas
26874856;Private Room • Madrid • Option Per Month;26125838;Valdezarza;Private room;15;2;33;2020-07-06;1.9;3;355;2020-07-17;Madrid;Spain;40.4703532835103, -3.7221133623456075;Spain, Madrid, Valdezarza
26957081;Habitación privada en Madrid;113097324;Chopera;Private room;28;2;37;2020-03-13;1.54;2;364;2020-07-17;Madrid;Spain;40.398183830857654, -3.6977063878879144;Spain, Madrid, Chopera
26987062;Habitación cama matrimonio cerca del centro.;186568089;San Isidro;Private room;17;1;0;;;1;0;2020-07-17;Madrid;Spain;40.39774692525889, -3.7158967603036657;Spain, Madrid, San Isidro
27023118;HEART OF MADRID, Modern apartment, Chueca 4 ppl;203316524;Justicia;Entire home/apt;40;1;193;2020-07-08;7.95;1;178;2020-07-17;Madrid;Spain;40.42149162950308, -3.698257385401639;Spain, Madrid, Justicia
27047777;Gran Vía Plaza - Madflats Collection;112373304;Universidad;Entire home/apt;145;1;17;2020-01-13;0.76;60;345;2020-07-17;Madrid;Spain;40.424447093512505, -3.7107367493931154;Spain, Madrid, Universidad
27067662;Moderno Hostal Centro Madrid Atocha 8;200964141;Embajadores;Hotel room;55;1;3;2019-09-12;0.21;4;358;2020-07-17;Madrid;Spain;40.412412196946335, -3.7016977786175116;Spain, Madrid, Embajadores
27123764;Beautiful apartment in La Latina;16468930;Embajadores;Entire home/apt;50;7;0;;;1;27;2020-07-17;Madrid;Spain;40.4122282433022, -3.706920614664275;Spain, Madrid, Embajadores
27153701;Original rounded shaped dreams double room;202690608;Trafalgar;Private room;1000;1;3;2019-07-13;0.17;4;320;2020-07-17;Madrid;Spain;40.430995802413214, -3.7000089428862957;Spain, Madrid, Trafalgar
27153703;Awesome private terrace top floor room Madrid sky;202690608;Trafalgar;Private room;1000;1;0;;;4;314;2020-07-17;Madrid;Spain;40.429642674525475, -3.700404931752527;Spain, Madrid, Trafalgar
27178837;Plaza Mayor & La Latina - Espacioso, Nuevo, Limpio;14583316;Embajadores;Entire home/apt;49;1;104;2020-05-15;4.46;2;288;2020-07-17;Madrid;Spain;40.41071641324543, -3.706769692309532;Spain, Madrid, Embajadores
27215191;New and bright apartment in Malasaña!;204951293;Justicia;Entire home/apt;80;3;63;2020-03-08;2.67;2;119;2020-07-17;Madrid;Spain;40.42694853372614, -3.699063265311426;Spain, Madrid, Justicia
27243164;Luxury 3-bedroom 2-bath, Recoletos, daily cleaning;168487117;Justicia;Entire home/apt;1000;2;3;2019-10-12;0.18;6;0;2020-07-17;Madrid;Spain;40.42217616879532, -3.693776964216128;Spain, Madrid, Justicia
27282086;Preciosa habitación a 15 minutos del S. Bernabéu;45252898;Ciudad Jardín;Private room;40;2;59;2020-02-25;2.61;2;180;2020-07-17;Madrid;Spain;40.44550438403734, -3.676500765087612;Spain, Madrid, Ciudad Jardín
27320542;60 Balconies Recoletos;10648744;Justicia;Entire home/apt;189;1;0;;;4;365;2020-07-17;Madrid;Spain;40.423605812697744, -3.692677831097983;Spain, Madrid, Justicia
27355331;Espaciosa habitación en pleno centro de Madrid.;126793582;Palacio;Private room;26;1;2;2018-09-09;0.09;1;0;2020-07-17;Madrid;Spain;40.42083260425337, -3.707803077015659;Spain, Madrid, Palacio
27427057;Madrid, Centro, GREAT LOCATION! Cozy Single Room;142868336;Justicia;Private room;27;2;43;2020-07-11;1.86;5;20;2020-07-17;Madrid;Spain;40.42775871772831, -3.701095026600226;Spain, Madrid, Justicia
27458738;Lovely apartment in the heart of Madrid- JyM-;71864579;Embajadores;Entire home/apt;60;3;51;2020-02-10;2.2;2;106;2020-07-17;Madrid;Spain;40.408598511393095, -3.703224038966894;Spain, Madrid, Embajadores
27506141;Zoko Suites II;102947901;Embajadores;Entire home/apt;100;1;27;2020-01-05;1.23;226;86;2020-07-17;Madrid;Spain;40.409914383326196, -3.7049801987948294;Spain, Madrid, Embajadores
27513528;Moderno apartamento céntrico y tranquilo;54835020;Puerta del Angel;Entire home/apt;61;4;3;2019-01-02;0.13;1;0;2020-07-17;Madrid;Spain;40.40555754400799, -3.733263300971179;Spain, Madrid, Puerta del Angel
27565769;IFEMA-Airport III Apartment;58180200;Pinar del Rey;Entire home/apt;60;2;18;2020-03-02;0.81;7;89;2020-07-17;Madrid;Spain;40.47812807198296, -3.6460201641400456;Spain, Madrid, Pinar del Rey
27572842;PLAZA MAYOR | MODERN APARTMENT | NEAR EVERYTHING;115053570;Sol;Entire home/apt;45;1;51;2020-03-18;2.74;10;0;2020-07-17;Madrid;Spain;40.41522100887254, -3.703122597029859;Spain, Madrid, Sol
27621844;APTO2 EN CENTRO HISTÓRICO. PLAZA DE LA VILLA.;204763308;Palacio;Entire home/apt;90;1;53;2020-03-05;2.32;3;172;2020-07-17;Madrid;Spain;40.41511791372997, -3.708790024648785;Spain, Madrid, Palacio
27778267;Habitación En Ático con Terraza En Madrid;16202881;Fuente del Berro;Private room;40;1;50;2020-03-15;2.21;1;179;2020-07-17;Madrid;Spain;40.42509656408043, -3.6659973744044403;Spain, Madrid, Fuente del Berro
27799271;Fantástico Ático Triplex - 2 TERRAZAS!!;20507112;San Isidro;Entire home/apt;70;1;2;2018-08-22;0.09;1;0;2020-07-17;Madrid;Spain;40.39361544383501, -3.725139713108839;Spain, Madrid, San Isidro
27889484;habitacion doble;24769692;Embajadores;Hotel room;70;1;0;;;3;107;2020-07-17;Madrid;Spain;40.40993848819908, -3.7059812915268737;Spain, Madrid, Embajadores
27889660;Habitación Antelope Apartment 5 Madrid合租四人房间马德里市中心;84213235;Cortes;Private room;59;2;2;2020-02-18;0.31;20;269;2020-07-17;Madrid;Spain;40.41403432546475, -3.7008291013076033;Spain, Madrid, Cortes
27899892;Double room in Madrid. Beautiful views;158306838;Legazpi;Hotel room;35;2;13;2019-06-02;0.58;1;0;2020-07-17;Madrid;Spain;40.3880815200848, -3.6878874090673968;Spain, Madrid, Legazpi
28049357;Single - Habitación - Plaza Castilla;46959915;Almenara;Private room;29;1;65;2020-05-18;2.93;3;320;2020-07-17;Madrid;Spain;40.46652044804713, -3.696853735350244;Spain, Madrid, Almenara
28170391;Space age in Madrid;2564339;Palacio;Entire home/apt;80;7;8;2020-03-08;0.37;11;247;2020-07-17;Madrid;Spain;40.421203184795225, -3.712738990984489;Spain, Madrid, Palacio
28178039;Echegaray V;102947901;Cortes;Entire home/apt;60;1;1;2018-12-30;0.05;226;212;2020-07-17;Madrid;Spain;40.415298144088275, -3.699110128474338;Spain, Madrid, Cortes
28178892;PE157A PRIVATE APARTMENT + WIFI;13184219;Lucero;Entire home/apt;75;1;8;2019-12-22;0.36;12;151;2020-07-17;Madrid;Spain;40.409617035092005, -3.7432161954746226;Spain, Madrid, Lucero
28244627;Axel Gold Deluxe with Breakfasts - 1 Pax;198579069;Embajadores;Hotel room;999;1;1;2019-09-28;0.1;16;320;2020-07-17;Madrid;Spain;40.41416041229633, -3.702093267816792;Spain, Madrid, Embajadores
28253271;Nuevo Apartamento 1 de diseño junto a gran vía;48033079;Universidad;Entire home/apt;67;1;36;2020-03-12;1.59;21;180;2020-07-17;Madrid;Spain;40.4252629537466, -3.7069944641168258;Spain, Madrid, Universidad
28425382;Hostal Esmeralda - Individual;214233051;Sol;Private room;75;1;2;2019-02-10;0.11;4;1;2020-07-17;Madrid;Spain;40.41515425023371, -3.703559662026624;Spain, Madrid, Sol
28521901;GORGEOUS PENTHOUSE APARTMENT AT C/PRINCIPE (SOL);96804915;Cortes;Entire home/apt;83;2;63;2020-02-19;2.82;14;230;2020-07-17;Madrid;Spain;40.416520648299624, -3.7006053353746307;Spain, Madrid, Cortes
28652637;Private luxury villa in residential area of Madrid;31393625;Piovera;Entire home/apt;3000;1;0;;;3;0;2020-07-17;Madrid;Spain;40.4527991460843, -3.643167497467687;Spain, Madrid, Piovera
28703315;Mad4You Hostel: double room, private bathroom;216222871;Universidad;Private room;100;1;1;2018-12-08;0.05;9;196;2020-07-17;Madrid;Spain;40.42716901958076, -3.7058899235859437;Spain, Madrid, Universidad
28754959;Ideal para descansar;216894433;Butarque;Private room;15;1;108;2020-03-05;6.01;2;0;2020-07-17;Madrid;Spain;40.35475964887468, -3.682138677918763;Spain, Madrid, Butarque
28777573;LA LATINA Vintage Chic - first room ..;24258953;Embajadores;Entire home/apt;168;2;0;;;6;0;2020-07-17;Madrid;Spain;40.408482012800455, -3.711503790255346;Spain, Madrid, Embajadores
28798409;City  PLAZA ESPAÑA;49346824;Argüelles;Entire home/apt;120;2;49;2020-03-13;2.22;4;0;2020-07-17;Madrid;Spain;40.42145129710081, -3.714968590366088;Spain, Madrid, Argüelles
