Room ID;Name;Host ID;Neighbourhood;Room type;Room Price;Minimum nights;Number of reviews;Date last review;Number of reviews per month;Rooms rent by the host;Availibility;Updated Date;City;Country;Coordinates;Location
11713293;"Autentico Loft ""B"" cerca de IFEMA Madrid";1351865;Valdefuentes;Entire home/apt;90;3;76;2020-03-07;1.51;2;208;2020-07-17;Madrid;Spain;40.472913345135474, -3.6313497582713037;Spain, Madrid, Valdefuentes
11782104;MODERN APARTMENT MALASAÑA-GRAN VIA (CENTER);62737727;Universidad;Entire home/apt;85;3;7;2018-09-03;0.13;3;1;2020-07-17;Madrid;Spain;40.42152001781447, -3.7025618675333622;Spain, Madrid, Universidad
11788151;Cozy room in city center of Madrid.;52141441;Justicia;Private room;30;2;145;2020-03-13;2.84;1;170;2020-07-17;Madrid;Spain;40.42194436166384, -3.6982691775681134;Spain, Madrid, Justicia
11833441;Atocha Centro-Santa Ana Las Letras;9285245;Cortes;Entire home/apt;80;30;98;2020-03-01;1.87;3;364;2020-07-17;Madrid;Spain;40.41228371137381, -3.699774977094794;Spain, Madrid, Cortes
11864422;Stylish apartment in the centre!;2189007;Embajadores;Entire home/apt;85;3;29;2020-03-04;0.57;1;37;2020-07-17;Madrid;Spain;40.407750089330605, -3.700177659954672;Spain, Madrid, Embajadores
11960656;ÁTICO MARAVILLOSO EN EL CENTRO;25706217;Trafalgar;Private room;37;1;0;;;1;0;2020-07-17;Madrid;Spain;40.43037990842718, -3.701139167000679;Spain, Madrid, Trafalgar
12170645;Pequeña habitación cerca del metro;7374494;San Pascual;Private room;30;1;0;;;1;0;2020-07-17;Madrid;Spain;40.44126906248864, -3.6529361134890452;Spain, Madrid, San Pascual
12187235;"""The little house"", cozy apartment in La Latina";33049567;Palacio;Entire home/apt;40;6;48;2019-11-08;0.93;7;180;2020-07-17;Madrid;Spain;40.40986151930201, -3.711718777195331;Spain, Madrid, Palacio
12357602;Cozy, stylish room by Retiro park;5157498;Pacífico;Private room;20;3;17;2016-08-08;0.33;1;0;2020-07-17;Madrid;Spain;40.407280435019025, -3.6754773980686606;Spain, Madrid, Pacífico
12510355;Studio & Terrace - Barrio Salamanca;67750039;Recoletos;Entire home/apt;100;2;102;2020-03-26;2.01;3;206;2020-07-17;Madrid;Spain;40.42794129955264, -3.686406956557591;Spain, Madrid, Recoletos
12700719;Bonito apartamento súper céntrico;68920230;Universidad;Entire home/apt;47;2;47;2020-01-26;0.91;1;209;2020-07-17;Madrid;Spain;40.426851262489, -3.7053847720156465;Spain, Madrid, Universidad
12865030;Simple apartment near Reina Sofia;70333566;Embajadores;Entire home/apt;45;4;6;2017-04-16;0.12;1;0;2020-07-17;Madrid;Spain;40.41050913306142, -3.698384969701465;Spain, Madrid, Embajadores
13071195;Nice and cheap room in center Madrid;60077331;Ibiza;Private room;14;10;3;2016-06-30;0.06;1;0;2020-07-17;Madrid;Spain;40.418941321335595, -3.672865724840423;Spain, Madrid, Ibiza
13096983;Espectacular Atico Loft en Madrid;7276873;Prosperidad;Entire home/apt;79;3;7;2017-05-16;0.14;1;0;2020-07-17;Madrid;Spain;40.44588310647185, -3.6608185975448033;Spain, Madrid, Prosperidad
13303553;Exclusive neighborhood,cozy 2BD-CORTES City Center;74767650;Cortes;Entire home/apt;140;2;132;2020-03-08;2.65;4;350;2020-07-17;Madrid;Spain;40.41852588638396, -3.696271655451997;Spain, Madrid, Cortes
13388645;Fantástico apartamento con vistas a Madrid Río;19327847;Puerta del Angel;Entire home/apt;39;1;322;2020-03-18;6.49;4;10;2020-07-17;Madrid;Spain;40.415683629753715, -3.7251576077669863;Spain, Madrid, Puerta del Angel
13389193;2 Bedroom/2Bathrooms. PARKING. GOOD communications;76136564;Cuatro Caminos;Entire home/apt;495;3;80;2018-04-02;1.68;1;0;2020-07-17;Madrid;Spain;40.447813985512596, -3.700971848289404;Spain, Madrid, Cuatro Caminos
13449341;PLAZA CASCORRO-PLAZA MAYOR-3 DOUBLE BR 8PAX 100m2;2242135;Embajadores;Entire home/apt;160;4;72;2020-02-24;1.49;8;354;2020-07-17;Madrid;Spain;40.41064904031474, -3.7084493419501396;Spain, Madrid, Embajadores
13477810;Comfy Room in Goya;55364006;Goya;Private room;30;1;0;;;1;0;2020-07-17;Madrid;Spain;40.426489532632225, -3.6731793801666903;Spain, Madrid, Goya
13517599;GRAN CASA /6 PERSONAS/ CERCA CENTRO;49149339;Numancia;Entire home/apt;98;2;66;2020-01-06;1.34;1;365;2020-07-17;Madrid;Spain;40.392060485604226, -3.6544308057876713;Spain, Madrid, Numancia
13573717;ESTUDIO CHAMBERI ESTANCIAS CORTAS TRABAJO ESTUDIOS;78291165;Almagro;Entire home/apt;50;14;60;2020-02-29;1.22;1;1;2020-07-17;Madrid;Spain;40.4369369861236, -3.6984473791662165;Spain, Madrid, Almagro
13576077;AMAZING LOCATION IN MADRID;70957033;Sol;Private room;35;2;15;2019-09-01;0.32;2;34;2020-07-17;Madrid;Spain;40.42044692115831, -3.7028238614642732;Spain, Madrid, Sol
13585476;;20922102;Universidad;Entire home/apt;65;3;0;;;1;0;2020-07-17;Madrid;Spain;40.42533072985934, -3.7102189446535507;Spain, Madrid, Universidad
13634914;LE SALON, B&B. Room & drawing room  and library.;79065023;Justicia;Private room;89;2;45;2019-12-31;0.96;2;90;2020-07-17;Madrid;Spain;40.42566608122358, -3.696535531584248;Spain, Madrid, Justicia
13645593;Your best accommodation in the heart of Madrid!;79210160;Palacio;Entire home/apt;110;2;194;2020-02-25;3.95;1;157;2020-07-17;Madrid;Spain;40.41736311624288, -3.7102464372048756;Spain, Madrid, Palacio
13674761;Pretty room with lots of light in a centrical flat;40709654;Embajadores;Private room;35;1;3;2017-08-15;0.06;6;0;2020-07-17;Madrid;Spain;40.41246045232565, -3.70723044698654;Spain, Madrid, Embajadores
13819902;♡Sunny & Spacious Bedroom in central Madrid♡;12349871;Universidad;Private room;30;1;6;2016-12-17;0.13;1;0;2020-07-17;Madrid;Spain;40.426364133455884, -3.7055136933086046;Spain, Madrid, Universidad
13898235;QUIET APARTMENT GRAN VÍA - WIFI;18034966;Universidad;Entire home/apt;43;4;5;2019-03-03;0.11;2;301;2020-07-17;Madrid;Spain;40.42172830562245, -3.7030517700009833;Spain, Madrid, Universidad
13932435;Habitación con dos camas en el centro de Madrid;82792538;Embajadores;Private room;30;2;20;2018-07-21;0.41;1;0;2020-07-17;Madrid;Spain;40.405991045307545, -3.699994706215382;Spain, Madrid, Embajadores
13939021;Habitación preciosa en Lavapiés.;82888325;Embajadores;Private room;28;2;2;2017-05-07;0.05;1;0;2020-07-17;Madrid;Spain;40.4068936062424, -3.704963681633783;Spain, Madrid, Embajadores
13964042;room in the heart of madrid (malasaña);11660622;Universidad;Private room;20;3;0;;;1;0;2020-07-17;Madrid;Spain;40.42677128013375, -3.7081662125695996;Spain, Madrid, Universidad
13966451;Big room, double bed and balcony. Center. Malasaña;80852131;Universidad;Private room;40;4;42;2019-10-22;0.86;2;90;2020-07-17;Madrid;Spain;40.427989935773155, -3.702611719961244;Spain, Madrid, Universidad
14233157;Saga Rental La Latina Atico 5AI;85271787;Palacio;Entire home/apt;250;1;4;2019-10-14;0.13;20;0;2020-07-17;Madrid;Spain;40.40840363682846, -3.7106328896112846;Spain, Madrid, Palacio
14248389;Precioso apartamento en la Gran Vía de Madrid;86709215;Universidad;Entire home/apt;60;2;95;2020-02-28;1.98;1;363;2020-07-17;Madrid;Spain;40.42212469062173, -3.702791246662759;Spain, Madrid, Universidad
14332712;Apartment. Gran Via, Madrid downtoen and Malasaña;25418485;Universidad;Entire home/apt;68;2;88;2020-03-10;1.88;1;179;2020-07-17;Madrid;Spain;40.421630306028455, -3.704692435062049;Spain, Madrid, Universidad
14850472;TERRACE, bright, elevator PARKING in old Madrid;2864064;Palacio;Entire home/apt;65;1;176;2020-03-15;3.78;21;118;2020-07-17;Madrid;Spain;40.408457561951046, -3.7110059200872043;Spain, Madrid, Palacio
14943516;Espectacular Apartamento en el centro de Madrid;41739619;Hispanoamérica;Entire home/apt;90;4;62;2020-03-07;1.34;2;198;2020-07-17;Madrid;Spain;40.453968600387114, -3.6825127138120832;Spain, Madrid, Hispanoamérica
15034204;Quiet apartment near the Gran Via and Chueca.;24941970;Justicia;Entire home/apt;4500;30;96;2020-03-12;2.07;2;364;2020-07-17;Madrid;Spain;40.42019101043118, -3.700252963445914;Spain, Madrid, Justicia
15080341;Habitación en pleno centro de Madrid;64338121;Embajadores;Private room;15;4;60;2020-01-19;1.29;1;304;2020-07-17;Madrid;Spain;40.409924818618194, -3.703658013389767;Spain, Madrid, Embajadores
15179188;"Habitación céntro de 
madrid.Gran via";27482347;Justicia;Private room;50;2;36;2018-02-25;0.87;1;0;2020-07-17;Madrid;Spain;40.424975656234366, -3.699681976743693;Spain, Madrid, Justicia
15193714;Habitación espaciosa con baño. Centro de Madrid.;21834144;Fuente del Berro;Private room;85;1;2;2018-10-24;0.07;2;0;2020-07-17;Madrid;Spain;40.42321962325436, -3.662260876283672;Spain, Madrid, Fuente del Berro
15237452;01. SINGLE or DOUBLE ROOM With P/BATHROOM;91443917;Sol;Hotel room;40;2;30;2019-09-08;0.67;8;0;2020-07-17;Madrid;Spain;40.41740613990201, -3.7020279494291124;Spain, Madrid, Sol
15338975;Habitación acogedora;97788448;Vinateros;Private room;20;1;101;2020-03-20;2.25;1;365;2020-07-17;Madrid;Spain;40.40548780541039, -3.6426155777038693;Spain, Madrid, Vinateros
15510494;Apartamento Delicias;378073;Palos de Moguer;Entire home/apt;85;3;17;2020-03-01;0.39;9;0;2020-07-17;Madrid;Spain;40.40619597284182, -3.691785307692707;Spain, Madrid, Palos de Moguer
15541284;Apto. 1.3 Madrid centro con parking;99991901;Universidad;Entire home/apt;120;1;70;2019-11-13;1.54;8;358;2020-07-17;Madrid;Spain;40.42411187235539, -3.7074072123346724;Spain, Madrid, Universidad
15609190;Room for rent with breakfast (a);100634083;Castellana;Private room;39;1;241;2020-03-12;5.44;2;65;2020-07-17;Madrid;Spain;40.43531083106101, -3.682074299348478;Spain, Madrid, Castellana
15617499;Habitación con Cama Matrimonial + baño propio.;3483733;Hellín;Private room;25;2;56;2020-03-20;1.27;3;18;2020-07-17;Madrid;Spain;40.4341627110571, -3.6164507213671078;Spain, Madrid, Hellín
15646364;Habitacion zona centro/malasaña baño privado;49189008;Justicia;Private room;85;2;0;;;2;0;2020-07-17;Madrid;Spain;40.42783314325693, -3.7004370177523676;Spain, Madrid, Justicia
15763907;Luxury Atocha Center, exterior 3 BD 3 BTH wifi.;101929624;Embajadores;Entire home/apt;210;3;126;2020-02-23;2.83;1;98;2020-07-17;Madrid;Spain;40.41191824773859, -3.697854009887508;Spain, Madrid, Embajadores
15794636;Madrid Rent 3;14573633;Lucero;Entire home/apt;125;1;33;2020-03-08;0.75;6;290;2020-07-17;Madrid;Spain;40.40603501731894, -3.7494020620726394;Spain, Madrid, Lucero
15800393;Very spacious Suite Santiago Bernabéu;9719016;El Viso;Private room;97;1;51;2020-03-11;1.13;1;90;2020-07-17;Madrid;Spain;40.45126436463255, -3.6894437139294496;Spain, Madrid, El Viso
15878524;CHARMING GRAN VÍA III - 2 Bedrooms;102956659;Palacio;Entire home/apt;65;2;103;2020-02-25;2.31;1;171;2020-07-17;Madrid;Spain;40.42063913496849, -3.7099316825223236;Spain, Madrid, Palacio
16204754;Tranquilo apartamento en Atocha;105847696;Atocha;Entire home/apt;66;30;7;2020-04-05;0.19;1;38;2020-07-17;Madrid;Spain;40.40744976873915, -3.6903545139430105;Spain, Madrid, Atocha
16254598;privet room in malasana;71271556;Universidad;Private room;21;8;0;;;1;0;2020-07-17;Madrid;Spain;40.42678186888644, -3.7083601371986155;Spain, Madrid, Universidad
16373151;Alaia Holidays Asiático;106745942;Sol;Entire home/apt;119;1;19;2020-07-14;0.62;6;159;2020-07-17;Madrid;Spain;40.419700933332294, -3.7012012596496446;Spain, Madrid, Sol
16385083;Studio pacifico;107332075;Adelfas;Entire home/apt;45;3;191;2020-01-26;4.42;6;54;2020-07-17;Madrid;Spain;40.40234676380748, -3.6729772598547363;Spain, Madrid, Adelfas
16490385;Cruz del Rayo apartment;108285137;Ciudad Jardín;Entire home/apt;80;3;1;2017-01-16;0.02;1;0;2020-07-17;Madrid;Spain;40.44721134160025, -3.6731289834154457;Spain, Madrid, Ciudad Jardín
16517730;Habitación zona Pacífico, Madrid.;108592636;Pacífico;Private room;20;2;2;2017-04-14;0.05;1;0;2020-07-17;Madrid;Spain;40.406835215668345, -3.6811902871454714;Spain, Madrid, Pacífico
16550718;Room with views;53607174;Pueblo Nuevo;Private room;16;2;11;2020-03-06;0.4;1;0;2020-07-17;Madrid;Spain;40.42620233909079, -3.643901309051107;Spain, Madrid, Pueblo Nuevo
16624814;Piso;109784214;Puerta del Angel;Entire home/apt;100;2;83;2020-02-07;2.14;1;106;2020-07-17;Madrid;Spain;40.40649064816414, -3.7357101164790585;Spain, Madrid, Puerta del Angel
16646591;Encantador Loft al lado del Retiro;46219257;Recoletos;Entire home/apt;105;3;13;2018-12-31;0.31;2;0;2020-07-17;Madrid;Spain;40.42236920509857, -3.6853826863386114;Spain, Madrid, Recoletos
16768927;céntrico 3 dormitorios Madrid Rio;73197739;Moscardó;Entire home/apt;65;2;178;2020-03-01;4.19;2;158;2020-07-17;Madrid;Spain;40.392043317812394, -3.707509303020969;Spain, Madrid, Moscardó
16810981;LIFE STYLE CENTER;111803297;Delicias;Entire home/apt;78;2;53;2020-03-08;1.28;1;167;2020-07-17;Madrid;Spain;40.399637434313725, -3.6945496336163024;Spain, Madrid, Delicias
16875193;Nuevo apart Milla Oro Salamanca;9392971;Castellana;Entire home/apt;86;5;26;2020-01-06;0.63;3;365;2020-07-17;Madrid;Spain;40.42867444835541, -3.6865068153314726;Spain, Madrid, Castellana
16911322;Habitación cerca del centro;17320590;Numancia;Private room;20;5;20;2019-12-30;0.47;2;90;2020-07-17;Madrid;Spain;40.400255271751426, -3.6664414985189957;Spain, Madrid, Numancia
17035079;COZY 2BD WITH TERRACE - CITY CENTER;114302170;Embajadores;Entire home/apt;160;1;151;2020-03-15;3.6;1;321;2020-07-17;Madrid;Spain;40.410166485180966, -3.699467570515955;Spain, Madrid, Embajadores
17071309;Brand New apartment at Madrid city center. WIFI;27508261;Cortes;Entire home/apt;90;2;129;2020-03-13;3.16;2;358;2020-07-17;Madrid;Spain;40.414135041279366, -3.7004439532338385;Spain, Madrid, Cortes
17182598;MInimalist home Madrid;115623047;Casco Histórico de Vicálvaro;Entire home/apt;150;2;16;2019-04-23;0.39;1;365;2020-07-17;Madrid;Spain;40.400172219374646, -3.6212425593150774;Spain, Madrid, Casco Histórico de Vicálvaro
17210137;Acogedor piso en zona residencial de Madrid;115829298;Nueva España;Private room;70;1;4;2019-06-02;0.1;1;173;2020-07-17;Madrid;Spain;40.46233147737842, -3.6802810440125335;Spain, Madrid, Nueva España
17262816;⭐️CENTRIC MALASAÑA⭐AMAZING DESIGN ⭐EARLY CHECK IN⭐️;116358400;Trafalgar;Entire home/apt;59;1;209;2020-03-16;5.07;5;93;2020-07-17;Madrid;Spain;40.4304416427717, -3.7028354880691374;Spain, Madrid, Trafalgar
17339602;ÁTICO 1 EN MALASAÑA / UNIVERSIDAD;42370421;Universidad;Entire home/apt;69;1;26;2020-02-23;0.64;2;365;2020-07-17;Madrid;Spain;40.426381226640565, -3.7086380983715586;Spain, Madrid, Universidad
17473978;Suite Doble Baño Privado Callao - Gran Vía - Sol;3447304;Sol;Private room;45;2;108;2020-03-16;2.63;3;241;2020-07-17;Madrid;Spain;40.41901414743672, -3.7067338882790324;Spain, Madrid, Sol
17629864;APARTAESTUDIO CALLE DEL PEZ (MALASAÑA);114454030;Universidad;Entire home/apt;38;1;214;2020-03-08;5.37;2;30;2020-07-17;Madrid;Spain;40.424722491324424, -3.7069309884592885;Spain, Madrid, Universidad
17704854;Apartamento muy luminoso en Madrid. Ideal empresas;62386612;San Cristobal;Entire home/apt;60;8;117;2019-12-31;2.89;3;133;2020-07-17;Madrid;Spain;40.345405416203384, -3.690440922003401;Spain, Madrid, San Cristobal
17762660;REAL MADRID BERNABEU-Pº DE LA HABANA FOR 8 3 BEDR.;88431017;Hispanoamérica;Entire home/apt;100;1;215;2020-03-06;5.36;2;160;2020-07-17;Madrid;Spain;40.45540263358534, -3.6801835133588088;Spain, Madrid, Hispanoamérica
17825390;Piso de Lujo en Madrid Centro - La Latina!;77213873;Palacio;Entire home/apt;65;1;3;2018-06-10;0.09;3;0;2020-07-17;Madrid;Spain;40.4135974526482, -3.7105405024348257;Spain, Madrid, Palacio
17870505;ROYAL PALACE Studio;17499500;Palacio;Entire home/apt;50;1;98;2020-02-23;2.46;32;204;2020-07-17;Madrid;Spain;40.41591036748088, -3.7101729310303524;Spain, Madrid, Palacio
17901271;Apartamento con piscina en Malasaña;57842730;Universidad;Entire home/apt;103;3;31;2019-12-09;0.84;1;0;2020-07-17;Madrid;Spain;40.42644218392473, -3.703798667516705;Spain, Madrid, Universidad
17914742;Apartamento carretas 402;26255620;Sol;Entire home/apt;121;3;0;;;8;312;2020-07-17;Madrid;Spain;40.41570507426104, -3.7032670369697143;Spain, Madrid, Sol
17940427;VIVE EN EL CENTRO DE MADRID DURANTE TUS VACACIONES;43844074;Cortes;Entire home/apt;60;1;86;2020-02-17;2.33;2;0;2020-07-17;Madrid;Spain;40.41430130118997, -3.6959261265894714;Spain, Madrid, Cortes
18185961;Apto. centro bus 15min hypercentro;125473808;Comillas;Private room;30;50;0;;;1;358;2020-07-17;Madrid;Spain;40.39345224098503, -3.7112843614839957;Spain, Madrid, Comillas
18246902;Luminosa Habitación Individual en Madrid Centro;22305391;Universidad;Private room;22;2;90;2020-03-09;2.37;1;33;2020-07-17;Madrid;Spain;40.429185642712056, -3.7092771701584857;Spain, Madrid, Universidad
18298968;~NEW~ Great Apartment near Gran Vía ~5 rooms~ der;126555945;Universidad;Entire home/apt;200;2;45;2019-10-20;1.17;1;0;2020-07-17;Madrid;Spain;40.42355134154537, -3.709029845585237;Spain, Madrid, Universidad
18411228;*Loft Centre-La Latina-Sol-WiFi, A/C*;127569594;Embajadores;Entire home/apt;55;1;229;2020-06-19;5.97;6;365;2020-07-17;Madrid;Spain;40.4092328837059, -3.7072230299939415;Spain, Madrid, Embajadores
18456038;4 pax. Design apartment in CHUECA-CENTER district;106591951;Justicia;Entire home/apt;140;2;111;2020-03-14;2.83;7;1;2020-07-17;Madrid;Spain;40.42193288137129, -3.6987226038371452;Spain, Madrid, Justicia
18584997;Habitación privada detrás de gran vía;2419618;Palacio;Private room;25;1;45;2020-02-17;1.32;10;365;2020-07-17;Madrid;Spain;40.42206745667883, -3.7112118094592894;Spain, Madrid, Palacio
18628006;Habitación privada en Ático en Atocha;128982812;Atocha;Private room;75;3;3;2019-05-15;0.08;1;0;2020-07-17;Madrid;Spain;40.40533877899823, -3.6886090968276366;Spain, Madrid, Atocha
18632965;Aparsol Estudio con balcon 319;39362213;Sol;Entire home/apt;90;1;2;2019-06-09;0.07;27;196;2020-07-17;Madrid;Spain;40.41757299805086, -3.7050484950391245;Spain, Madrid, Sol
18741251;Lovely apartment in best location!!;16730163;Cortes;Entire home/apt;69;5;18;2018-11-04;0.47;1;0;2020-07-17;Madrid;Spain;40.41333356689698, -3.699348160998554;Spain, Madrid, Cortes
18762538;Malasaña I;102947901;Universidad;Entire home/apt;50;1;6;2020-03-05;0.17;226;2;2020-07-17;Madrid;Spain;40.42735184499049, -3.701732178724383;Spain, Madrid, Universidad
18762972;NoMad La Latina IV;102947901;Palacio;Entire home/apt;95;1;29;2020-01-03;0.5;226;365;2020-07-17;Madrid;Spain;40.410460338067374, -3.7099955434234295;Spain, Madrid, Palacio
18764750;Reina Sofia V;102947901;Embajadores;Entire home/apt;50;1;12;2019-06-16;0.44;226;361;2020-07-17;Madrid;Spain;40.408703710907226, -3.6985238826184923;Spain, Madrid, Embajadores
18788536;Coqueto piso en el Retiro de Madrid;103238383;Recoletos;Entire home/apt;99;3;68;2020-03-01;1.78;2;365;2020-07-17;Madrid;Spain;40.42270085949086, -3.685438626332013;Spain, Madrid, Recoletos
18862624;Big room near Plaza Mayor;109587379;Palacio;Private room;40;1;4;2017-07-02;0.1;1;0;2020-07-17;Madrid;Spain;40.41485184359657, -3.7111379384124965;Spain, Madrid, Palacio
18894359;Espacio para 2 personas Max.Atocha Cercanias Renfe;24569701;Palos de Moguer;Private room;27;2;184;2020-03-13;4.82;2;318;2020-07-17;Madrid;Spain;40.40163564766299, -3.6934460261539295;Spain, Madrid, Palos de Moguer
18940215;In Plaza Mayor. Cozy apartment with balcony;10026212;Sol;Entire home/apt;128;1;152;2020-03-11;4.01;21;194;2020-07-17;Madrid;Spain;40.416057572229256, -3.7058849238718055;Spain, Madrid, Sol
18970842;nice room in gorgeous attic. HabAtico con encanto;32701014;Cortes;Private room;17;7;6;2017-09-02;0.16;3;41;2020-07-17;Madrid;Spain;40.41443292270834, -3.6984336975425034;Spain, Madrid, Cortes
19046530;I HAVE ALL YOU WANT, YOU'LL COME BACK :);30839276;Palacio;Entire home/apt;65;1;115;2020-06-21;3.1;1;273;2020-07-17;Madrid;Spain;40.41240252995664, -3.7108665723222574;Spain, Madrid, Palacio
19053165;Habitación con cama de matrimonio y baño privado;12478550;Justicia;Private room;35;2;105;2020-02-23;3.04;2;365;2020-07-17;Madrid;Spain;40.4233001158612, -3.698622591945929;Spain, Madrid, Justicia
19053701;HABITACION DOBLE EN EL CORAZON DE MADRID;22481371;Embajadores;Private room;30;28;44;2020-02-02;1.16;5;365;2020-07-17;Madrid;Spain;40.40951900286491, -3.6993849176185627;Spain, Madrid, Embajadores
19104310;Cozy room in down town Calle Gran Via;34212673;Sol;Private room;35;2;11;2019-12-30;0.29;26;280;2020-07-17;Madrid;Spain;40.41985034566436, -3.703924208001572;Spain, Madrid, Sol
19147799;Hermoso duplex cerca del parque el retiro;99018982;Embajadores;Entire home/apt;47;1;13;2020-05-14;0.36;107;238;2020-07-17;Madrid;Spain;40.410226586174595, -3.7030709100001404;Spain, Madrid, Embajadores
19155752;Stunning City Views Apt❤SanMiguel Market*LUXURY*;2864064;Palacio;Entire home/apt;65;1;143;2020-07-07;3.85;21;146;2020-07-17;Madrid;Spain;40.41582750289997, -3.710515220075808;Spain, Madrid, Palacio
19194989;Moderno apartamento al lado de línea 1 de metro;14070517;Cuatro Caminos;Entire home/apt;50;2;1;2017-06-24;0.03;1;0;2020-07-17;Madrid;Spain;40.453654114036006, -3.7023145400810202;Spain, Madrid, Cuatro Caminos
19288936;Buhardilla con encanto;135073235;Embajadores;Entire home/apt;150;2;0;;;1;0;2020-07-17;Madrid;Spain;40.410171899546924, -3.6953058960432537;Spain, Madrid, Embajadores
19303668;Beautiful and bright apartment;39148845;Canillas;Entire home/apt;32;2;3;2017-06-27;0.08;1;0;2020-07-17;Madrid;Spain;40.46046350355373, -3.648799920779223;Spain, Madrid, Canillas
19327719;Very central Gran Vía/Plaza de España;1650712;Universidad;Entire home/apt;150;2;9;2020-03-15;0.26;15;359;2020-07-17;Madrid;Spain;40.42182700668273, -3.7088131537570113;Spain, Madrid, Universidad
19340368;Private bedrooms;5533978;Universidad;Private room;55;1;3;2019-06-16;0.22;1;0;2020-07-17;Madrid;Spain;40.42868177792912, -3.708946059198488;Spain, Madrid, Universidad
19353757;Stylish flat in the city center;1625657;Universidad;Entire home/apt;120;2;96;2020-03-16;2.66;3;331;2020-07-17;Madrid;Spain;40.425815206108574, -3.703673819809508;Spain, Madrid, Universidad
19361737;Van;19067404;Pacífico;Private room;40;1;18;2019-08-11;0.52;3;365;2020-07-17;Madrid;Spain;40.4021651962665, -3.6797877751505665;Spain, Madrid, Pacífico
19374042;Bright & Cozy 1BD - CITY CENTER (CORTES);135803977;Cortes;Entire home/apt;101;4;44;2020-03-03;1.18;1;361;2020-07-17;Madrid;Spain;40.41699128499003, -3.6956517258057073;Spain, Madrid, Cortes
19410686;Room for travelers in Madrid;136081446;Fuente del Berro;Private room;25;2;0;;;1;0;2020-07-17;Madrid;Spain;40.424025697604435, -3.6650644309579214;Spain, Madrid, Fuente del Berro
19468502;Cozy & beautiful apartament-4PAX-Centre of Madrid;3669051;Justicia;Entire home/apt;70;2;71;2020-02-28;1.98;1;90;2020-07-17;Madrid;Spain;40.42462976084931, -3.6991145922164335;Spain, Madrid, Justicia
19483605;Tribunal;122790497;Justicia;Private room;80;1;1;2019-12-29;0.15;2;351;2020-07-17;Madrid;Spain;40.427058633808144, -3.697088545959877;Spain, Madrid, Justicia
19486373;Old Madrid- Entire Home -close to everything;47532066;Palacio;Entire home/apt;125;21;17;2018-12-09;0.46;2;0;2020-07-17;Madrid;Spain;40.41117206841496, -3.7098226168234403;Spain, Madrid, Palacio
19492821;En el centro del alma de Madrid.;129912725;Goya;Private room;25;2;3;2017-11-06;0.08;1;0;2020-07-17;Madrid;Spain;40.42560422367114, -3.6708218297072466;Spain, Madrid, Goya
19519300;Apartamento acogedor en Plaza de España, Madrid;99018982;Universidad;Entire home/apt;52;1;5;2020-02-23;0.32;107;363;2020-07-17;Madrid;Spain;40.42391825614997, -3.7106639303287947;Spain, Madrid, Universidad
19612960;Amplio, silencioso, limpio, moderno y nuevo.;19531394;Hispanoamérica;Entire home/apt;100;300;6;2019-07-16;0.22;2;147;2020-07-17;Madrid;Spain;40.45586139684914, -3.6772330808078326;Spain, Madrid, Hispanoamérica
19620306;Duplex en el Madrid histórico;17926399;Embajadores;Entire home/apt;100;1;52;2020-03-16;1.45;1;270;2020-07-17;Madrid;Spain;40.410943918884335, -3.7006951673052355;Spain, Madrid, Embajadores
19634506;Beautiful and special duplex in center Madrid;30069794;Cortes;Entire home/apt;150;3;8;2019-04-24;0.25;2;51;2020-07-17;Madrid;Spain;40.415251332849145, -3.694820743350058;Spain, Madrid, Cortes
19842111;Habitación en el centro de madrid. Buena ubicacion;134669285;Gaztambide;Private room;25;4;0;;;1;0;2020-07-17;Madrid;Spain;40.43269479193943, -3.713360683182338;Spain, Madrid, Gaztambide
19851334;Encantador Apartamento con Patio Barrio La Latina;40877988;Palacio;Entire home/apt;97;2;144;2020-03-10;3.99;61;115;2020-07-17;Madrid;Spain;40.41039460389049, -3.711786866915738;Spain, Madrid, Palacio
19891688;Perfecto depto gran ubicación. Aeropuerto IFEMA;140815424;Rejas;Entire home/apt;60;5;48;2020-03-25;1.4;1;185;2020-07-17;Madrid;Spain;40.44769588516711, -3.585466216090374;Spain, Madrid, Rejas
20029097;GRAN VIA CLASSIC LUXURY SUITES;67353;Universidad;Entire home/apt;120;5;34;2020-03-18;0.96;3;285;2020-07-17;Madrid;Spain;40.42327702038579, -3.7087179526046374;Spain, Madrid, Universidad
20047923;Stylish terraced quiet studio attic in the center.;15867827;Universidad;Entire home/apt;49;5;4;2019-07-01;0.11;1;89;2020-07-17;Madrid;Spain;40.42225373179508, -3.7049903770952226;Spain, Madrid, Universidad
20166483;Piso en Santisima Trinidad (Chamberi);10734785;Trafalgar;Private room;25;1;0;;;1;0;2020-07-17;Madrid;Spain;40.437306658319464, -3.6997459353373885;Spain, Madrid, Trafalgar
20228428;precioso piso en Conde de Peñalver;144132150;Goya;Entire home/apt;130;5;1;2019-09-11;0.1;3;352;2020-07-17;Madrid;Spain;40.42802128023836, -3.673314731827796;Spain, Madrid, Goya
20239991;Classical apartment with terrace in the center;9228673;Universidad;Entire home/apt;180;5;12;2020-01-02;0.36;16;365;2020-07-17;Madrid;Spain;40.428445485553326, -3.710828203416002;Spain, Madrid, Universidad
